chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
1	69511	121116688	0.498901716118941	1798	0.0844766982977237	1.00928846487252	3508145	0.344111810918075	2	1	1	-6.73391617780766
1	144013853	249110906	0.498908151744666	1469	0.084546341210267	1.02505067241456	2966178	0.350161913060926	2	1	1	-6.83742086335935
2	224970	91809404	0.498895366970638	861	0.0866818190407198	1.00937904649186	1710529	0.344389708020353	2	1	1	-6.73362984477194
2	95824624	242946515	0.498904110279722	1233	0.0864266175451447	1.01529610657599	3060408	0.350507463291228	2	1	1	-6.74965781714771
3	367705	90276661	0.498893816859223	810	0.0859477536154321	1.0048345671349	1938911	0.326704405147551	2	1	1	-6.74867957725216
3	93780109	197665336	0.498880624962028	774	0.0887611061564925	0.990038897175169	1883880	0.338203056247216	2	1	1	-6.95149825993684
4	60303	48492287	0.498883081639144	469	0.0844041540635773	1.02895295930003	766271	0.344614759190159	2	1	1	-6.81280472925563
4	52714511	190878661	0.498875612785607	804	0.0897642810800384	0.960733347838786	1669276	0.342817195995464	1	1	0	-6.7804356434205
5	163205	44809162	0.499193076287029	305	0.077992161422243	0.982746581366583	551235	0.354490555810825	2	1	1	-6.89326160975612
5	52084365	180687212	0.483364060008451	1087	0.0862228348287427	0.961484765908066	2303234	0.339700711948131	1	1	0	-6.74237964965786
6	335251	57472533	0.481197887476717	1109	0.0881540884598375	1.03222769693293	1761215	0.337755931314929	2	1	1	-6.89405213713881
6	62390916	170598352	0.498874902541166	698	0.0921731620927315	0.985853313870647	1544752	0.348030073856294	2	1	1	-7.04171400326897
7	195501	57245958	0.498887946998373	647	0.0780721131449602	1.02128549905082	1014483	0.351300887606487	2	1	1	-6.76465277461593
7	63033247	158902567	0.498900345361684	1053	0.0854471646088429	1.02150540805927	2087583	0.34953928488077	2	1	1	-6.78855435965773
8	182934	43172409	0.498878012929418	452	0.0767575895103303	1.02573923400598	796087	0.358294309218735	2	1	1	-6.77824606964043
8	48585975	123964011	0.498868131346341	324	0.0962329524214598	0.948240063888919	837223	0.334243237711783	1	1	0	-6.83380304304402
8	123965193	146203412	0.463603327387973	427	0.0732031907706824	1.08070603360118	535922	0.339465330067056	3	2	1	-6.78986374729971
9	214706	43860959	0.496530514949391	336	0.0864665350961994	0.898767842971519	628740	0.309495747729373	0	0	0	-6.77148655888499
9	66457267	140870488	0.498906099002829	1043	0.0816895791157128	1.02159229552977	1979613	0.341188029074453	2	1	1	-6.77907010542775
10	373048	38667003	0.49883804058432	387	0.0965275842806161	0.903938741240392	588299	0.325620131815892	0	0	0	-6.740934150112
10	42907201	135184126	0.498879944637859	1056	0.0855106729192955	0.925531880285868	1946497	0.321465401863777	0	0	0	-6.89460698020647
11	193865	51527482	0.498899925245652	834	0.0785505804863598	1.02751941351298	1354250	0.342160600205164	2	1	1	-6.80624221093502
11	55110856	134244123	0.498902709253928	1162	0.0781778344704046	1.02480499856613	2522252	0.335389916610825	2	1	1	-6.81620614450357
12	235011	33535289	0.498861629577204	449	0.0857083210205239	1.00257855934841	903933	0.349462288444135	2	1	1	-6.74307735052941
12	39233771	133796033	0.49889377890864	1146	0.0816781507728895	1.00222355986761	2712904	0.342474071048758	2	1	1	-6.76514642261029
13	19600475	115064542	0.498870361000687	523	0.0875474663226312	0.989595659175634	1136940	0.348812972340689	2	1	1	-6.93084418709875
14	20201972	107282769	0.494507048685009	1120	0.0813029924753069	1.01965395830113	2181661	0.347976375717233	2	1	1	-6.77118187475704
15	20444794	22482858	0.340057292456197	47	0.0980387319862549	1.03068877626213	12005	0.35557552304577	5	5	0	-7.02859149905335
15	22840279	102388991	0.496638698648276	1042	0.0848323181893384	0.979019887109748	2251253	0.339065317723671	1	1	0	-6.93378535377623
16	115041	33962173	0.49889519039969	855	0.0819357707523458	1.09853956981985	1453828	0.35580566981247	4	2	2	-6.75503885191025
16	46637448	90161274	0.498891766641538	748	0.0750035907360368	1.06900252505106	1320026	0.353637184152583	3	2	1	-6.79940469424277
17	13869	21826256	0.498866401081165	592	0.0839196678524599	1.00368919343445	1145258	0.32810781461894	2	1	1	-6.73858268115168
17	25887530	81052423	0.498906237028845	1351	0.0781109188129237	1.04717733161417	2707426	0.341549060351502	3	2	1	-6.83142196990346
18	196829	15004191	0.499130874042432	191	0.0793328721389733	1.00524869553205	256310	0.334619895652422	2	1	1	-6.73519895456866
18	19100717	77895192	0.498839851143485	299	0.0890999864831632	0.976692083030629	692933	0.343028159823398	1	1	0	-6.86921668856923
19	335946	23413937	0.498912486042857	1137	0.0790669429696992	1.07576245142373	1901864	0.344843223006785	3	2	1	-6.80446952335253
19	30018052	59074653	0.498908853293656	1399	0.0731504031342121	1.07743423520134	2227981	0.356437593385106	3	2	1	-6.82278399360458
20	77013	26063560	0.498880609647901	289	0.077164942304379	1.01157142610463	502262	0.344501789811032	2	1	1	-6.73332313533944
20	29625788	62959184	0.498889512296311	533	0.0695543608267452	1.05888927954321	1158732	0.348839659775229	3	2	1	-6.796883827407
21	9907345	11098863	0.402405019968714	23	0.117996817803946	0.970771019516083	7602	0.2969001307462	3	3	0	-6.82571599783591
21	14916824	48063476	0.498878515615993	460	0.0772348604065884	1.05314784686171	673718	0.365370926661448	3	2	1	-6.79247365420964
22	17156061	51183255	0.49889548386632	865	0.0777437547786719	1.07750654003177	1466749	0.360882272781173	3	2	1	-6.82111768585457
